service_line_id,region_code,region_name,operator_name,service_line_name,station_order,order_conflict,source_line_id,source_station_id,source_station_key,station_name
SL_1500AD3823C1,03,대구,대구교통공사,1호선,8,False,S2701,0122,S2701|0122,송현
SL_1500AD3823C1,03,대구,대구교통공사,1호선,9,False,S2701,0123,S2701|0123,서부정류장(관문시장)
SL_1500AD3823C1,03,대구,대구교통공사,1호선,10,False,S2701,0124,S2701|0124,대명
SL_1500AD3823C1,03,대구,대구교통공사,1호선,11,False,S2701,0125,S2701|0125,안지랑
SL_1500AD3823C1,03,대구,대구교통공사,1호선,12,False,S2701,0126,S2701|0126,현충로
SL_1500AD3823C1,03,대구,대구교통공사,1호선,13,False,S2701,0127,S2701|0127,영대병원
SL_1500AD3823C1,03,대구,대구교통공사,1호선,14,False,S2701,0128,S2701|0128,교대
SL_1500AD3823C1,03,대구,대구교통공사,1호선,15,False,S2701,0129,S2701|0129,명덕(2.28민주운동기념회관)
SL_1500AD3823C1,03,대구,대구교통공사,1호선,16,False,S2701,0130,S2701|0130,반월당
SL_1500AD3823C1,03,대구,대구교통공사,1호선,17,False,S2701,0131,S2701|0131,중앙로
SL_1500AD3823C1,03,대구,대구교통공사,1호선,18,False,S2701,0132,S2701|0132,대구역
SL_1500AD3823C1,03,대구,대구교통공사,1호선,19,False,S2701,0133,S2701|0133,칠성시장
SL_1500AD3823C1,03,대구,대구교통공사,1호선,20,False,S2701,0134,S2701|0134,신천(경북대입구)
SL_1500AD3823C1,03,대구,대구교통공사,1호선,21,False,S2701,0135,S2701|0135,동대구역
SL_1500AD3823C1,03,대구,대구교통공사,1호선,22,False,S2701,0136,S2701|0136,동구청(큰고개)
SL_1500AD3823C1,03,대구,대구교통공사,1호선,23,False,S2701,0137,S2701|0137,아양교(대구국제공항입구)
SL_1500AD3823C1,03,대구,대구교통공사,1호선,24,False,S2701,0138,S2701|0138,동촌(동촌유원지)
SL_1500AD3823C1,03,대구,대구교통공사,1호선,25,False,S2701,0139,S2701|0139,해안
SL_1500AD3823C1,03,대구,대구교통공사,1호선,26,False,S2701,0140,S2701|0140,방촌
SL_1500AD3823C1,03,대구,대구교통공사,1호선,27,False,S2701,0141,S2701|0141,용계
SL_1500AD3823C1,03,대구,대구교통공사,1호선,28,False,S2701,0142,S2701|0142,율하
SL_1500AD3823C1,03,대구,대구교통공사,1호선,29,False,S2701,0143,S2701|0143,신기
SL_1500AD3823C1,03,대구,대구교통공사,1호선,30,False,S2701,0144,S2701|0144,반야월
SL_1500AD3823C1,03,대구,대구교통공사,1호선,31,False,S2701,0145,S2701|0145,각산
SL_1500AD3823C1,03,대구,대구교통공사,1호선,32,False,S2701,0146,S2701|0146,안심(혁신도시·첨복단지)
SL_1500AD3823C1,03,대구,대구교통공사,1호선,33,False,S2701,0147,S2701|0147,대구한의대병원
SL_1500AD3823C1,03,대구,대구교통공사,1호선,34,False,S2701,0148,S2701|0148,부호(경일대·호산대)
SL_1500AD3823C1,03,대구,대구교통공사,1호선,35,False,S2701,0149,S2701|0149,하양(대구가톨릭대)
SL_310F3C654984,03,대구,대구교통공사,2호선,1,False,S2702,0216,S2702|0216,문양
SL_310F3C654984,03,대구,대구교통공사,2호선,2,False,S2702,0217,S2702|0217,다사
SL_310F3C654984,03,대구,대구교통공사,2호선,3,False,S2702,0218,S2702|0218,대실
SL_310F3C654984,03,대구,대구교통공사,2호선,4,False,S2702,0219,S2702|0219,강창
SL_310F3C654984,03,대구,대구교통공사,2호선,5,False,S2702,0220,S2702|0220,계명대
SL_310F3C654984,03,대구,대구교통공사,2호선,6,False,S2702,0221,S2702|0221,성서산업단지
SL_310F3C654984,03,대구,대구교통공사,2호선,7,False,S2702,0222,S2702|0222,이곡
SL_310F3C654984,03,대구,대구교통공사,2호선,8,False,S2702,0223,S2702|0223,용산(서부법원․검찰청입구)
SL_310F3C654984,03,대구,대구교통공사,2호선,9,False,S2702,0224,S2702|0224,죽전
SL_310F3C654984,03,대구,대구교통공사,2호선,10,False,S2702,0225,S2702|0225,감삼
SL_310F3C654984,03,대구,대구교통공사,2호선,11,False,S2702,0226,S2702|0226,두류
SL_310F3C654984,03,대구,대구교통공사,2호선,12,False,S2702,0227,S2702|0227,내당
SL_310F3C654984,03,대구,대구교통공사,2호선,13,False,S2702,0228,S2702|0228,반고개
SL_310F3C654984,03,대구,대구교통공사,2호선,14,False,S2702,0229,S2702|0229,청라언덕
SL_310F3C654984,03,대구,대구교통공사,2호선,15,False,S2702,0230,S2702|0230,반월당
SL_310F3C654984,03,대구,대구교통공사,2호선,16,False,S2702,0231,S2702|0231,경대병원
SL_310F3C654984,03,대구,대구교통공사,2호선,17,False,S2702,0232,S2702|0232,대구은행(대구교육청)
SL_310F3C654984,03,대구,대구교통공사,2호선,18,False,S2702,0233,S2702|0233,범어
SL_310F3C654984,03,대구,대구교통공사,2호선,19,False,S2702,0234,S2702|0234,수성구청(KBS)
SL_310F3C654984,03,대구,대구교통공사,2호선,20,False,S2702,0235,S2702|0235,만촌
SL_310F3C654984,03,대구,대구교통공사,2호선,21,False,S2702,0236,S2702|0236,담티(수성대·대륜)
SL_310F3C654984,03,대구,대구교통공사,2호선,22,False,S2702,0237,S2702|0237,연호
SL_310F3C654984,03,대구,대구교통공사,2호선,23,False,S2702,0238,S2702|0238,수성알파시티(삼성라이온즈파크)
SL_310F3C654984,03,대구,대구교통공사,2호선,24,False,S2702,0239,S2702|0239,고산
SL_310F3C654984,03,대구,대구교통공사,2호선,25,False,S2702,0240,S2702|0240,신매
SL_310F3C654984,03,대구,대구교통공사,2호선,26,False,S2702,0241,S2702|0241,사월
SL_310F3C654984,03,대구,대구교통공사,2호선,27,False,S2702,0242,S2702|0242,정평
SL_310F3C654984,03,대구,대구교통공사,2호선,28,False,S2702,0243,S2702|0243,임당
SL_310F3C654984,03,대구,대구교통공사,2호선,29,False,S2702,0244,S2702|0244,영남대
SL_C328BFA28000,03,대구,대구교통공사,3호선,1,False,S2703,0312,S2703|0312,칠곡경대병원
SL_C328BFA28000,03,대구,대구교통공사,3호선,2,False,S2703,0313,S2703|0313,학정
SL_C328BFA28000,03,대구,대구교통공사,3호선,3,False,S2703,0314,S2703|0314,팔거(국립농관원통계청)
SL_C328BFA28000,03,대구,대구교통공사,3호선,4,False,S2703,0315,S2703|0315,동천
SL_C328BFA28000,03,대구,대구교통공사,3호선,5,False,S2703,0316,S2703|0316,칠곡운암
SL_C328BFA28000,03,대구,대구교통공사,3호선,6,False,S2703,0317,S2703|0317,구암(과학대보건대입구)
SL_C328BFA28000,03,대구,대구교통공사,3호선,7,False,S2703,0318,S2703|0318,태전
SL_C328BFA28000,03,대구,대구교통공사,3호선,8,False,S2703,0319,S2703|0319,매천
SL_C328BFA28000,03,대구,대구교통공사,3호선,9,False,S2703,0320,S2703|0320,매천시장
SL_C328BFA28000,03,대구,대구교통공사,3호선,10,False,S2703,0321,S2703|0321,팔달
SL_C328BFA28000,03,대구,대구교통공사,3호선,11,False,S2703,0322,S2703|0322,공단
SL_C328BFA28000,03,대구,대구교통공사,3호선,12,False,S2703,0323,S2703|0323,만평
SL_C328BFA28000,03,대구,대구교통공사,3호선,13,False,S2703,0324,S2703|0324,팔달시장
SL_C328BFA28000,03,대구,대구교통공사,3호선,14,False,S2703,0325,S2703|0325,원대
SL_C328BFA28000,03,대구,대구교통공사,3호선,15,False,S2703,0326,S2703|0326,"북구청
(대구iM뱅크파크)"
SL_C328BFA28000,03,대구,대구교통공사,3호선,16,False,S2703,0327,S2703|0327,달성공원
SL_C328BFA28000,03,대구,대구교통공사,3호선,17,False,S2703,0328,S2703|0328,서문시장(동산병원)
SL_C328BFA28000,03,대구,대구교통공사,3호선,18,False,S2703,0329,S2703|0329,청라언덕(신남)
SL_C328BFA28000,03,대구,대구교통공사,3호선,19,False,S2703,0330,S2703|0330,남산(계명네거리)
SL_C328BFA28000,03,대구,대구교통공사,3호선,20,False,S2703,0331,S2703|0331,명덕(2·28민주운동기념회관)
SL_C328BFA28000,03,대구,대구교통공사,3호선,21,False,S2703,0332,S2703|0332,건들바위
SL_C328BFA28000,03,대구,대구교통공사,3호선,22,False,S2703,0333,S2703|0333,대봉교
SL_C328BFA28000,03,대구,대구교통공사,3호선,23,False,S2703,0334,S2703|0334,수성시장
SL_C328BFA28000,03,대구,대구교통공사,3호선,24,False,S2703,0335,S2703|0335,수성구민운동장
SL_C328BFA28000,03,대구,대구교통공사,3호선,25,False,S2703,0336,S2703|0336,어린이세상
SL_C328BFA28000,03,대구,대구교통공사,3호선,26,False,S2703,0337,S2703|0337,황금
SL_C328BFA28000,03,대구,대구교통공사,3호선,27,False,S2703,0338,S2703|0338,수성못(TBC)
SL_C328BFA28000,03,대구,대구교통공사,3호선,28,False,S2703,0339,S2703|0339,지산
SL_C328BFA28000,03,대구,대구교통공사,3호선,29,False,S2703,0340,S2703|0340,범물
SL_C328BFA28000,03,대구,대구교통공사,3호선,30,False,S2703,0341,S2703|0341,용지
SL_035A73FB3875,05,대전,대전교통공사,1호선,1,False,S3001,101,S3001|101,판암
SL_035A73FB3875,05,대전,대전교통공사,1호선,2,False,S3001,102,S3001|102,신흥
SL_035A73FB3875,05,대전,대전교통공사,1호선,3,False,S3001,103,S3001|103,대동
SL_035A73FB3875,05,대전,대전교통공사,1호선,4,False,S3001,104,S3001|104,대전
SL_035A73FB3875,05,대전,대전교통공사,1호선,5,False,S3001,105,S3001|105,중앙로
SL_035A73FB3875,05,대전,대전교통공사,1호선,6,False,S3001,106,S3001|106,중구청
SL_035A73FB3875,05,대전,대전교통공사,1호선,7,False,S3001,107,S3001|107,서대전네거리
SL_035A73FB3875,05,대전,대전교통공사,1호선,8,False,S3001,108,S3001|108,오룡
SL_035A73FB3875,05,대전,대전교통공사,1호선,9,False,S3001,109,S3001|109,용문
SL_035A73FB3875,05,대전,대전교통공사,1호선,10,False,S3001,110,S3001|110,탄방
SL_035A73FB3875,05,대전,대전교통공사,1호선,11,False,S3001,111,S3001|111,시청
SL_035A73FB3875,05,대전,대전교통공사,1호선,12,False,S3001,112,S3001|112,정부청사
SL_035A73FB3875,05,대전,대전교통공사,1호선,13,False,S3001,113,S3001|113,갈마
SL_035A73FB3875,05,대전,대전교통공사,1호선,14,False,S3001,114,S3001|114,월평
SL_035A73FB3875,05,대전,대전교통공사,1호선,15,False,S3001,115,S3001|115,갑천
SL_035A73FB3875,05,대전,대전교통공사,1호선,16,False,S3001,116,S3001|116,유성온천
SL_035A73FB3875,05,대전,대전교통공사,1호선,17,False,S3001,117,S3001|117,구암
SL_035A73FB3875,05,대전,대전교통공사,1호선,18,False,S3001,118,S3001|118,현충원
SL_035A73FB3875,05,대전,대전교통공사,1호선,19,False,S3001,119,S3001|119,월드컵경기장
SL_035A73FB3875,05,대전,대전교통공사,1호선,20,False,S3001,120,S3001|120,노은
SL_035A73FB3875,05,대전,대전교통공사,1호선,21,False,S3001,121,S3001|121,지족
SL_035A73FB3875,05,대전,대전교통공사,1호선,22,False,S3001,122,S3001|122,반석
