service_line_id,from_source_line_id,from_source_station_id,from_source_station_key,from_station_name,to_source_line_id,to_source_station_id,to_source_station_key,to_station_name,duration_seconds,average_duration_seconds,straight_distance_meters,sample_count,duration_method
SL_1500AD3823C1,S2701,0126,S2701|0126,현충로,S2701,0125,S2701|0125,안지랑,60,60,640,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0125,S2701|0125,안지랑,S2701,0124,S2701|0124,대명,60,60,786,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0124,S2701|0124,대명,S2701,0123,S2701|0123,서부정류장(관문시장),120,119,772,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0123,S2701|0123,서부정류장(관문시장),S2701,0122,S2701|0122,송현,60,60,844,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0122,S2701|0122,송현,S2701,0121,S2701|0121,월촌,60,60,999,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0121,S2701|0121,월촌,S2701,0120,S2701|0120,상인,120,120,893,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0120,S2701|0120,상인,S2701,0119,S2701|0119,월배,60,60,737,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0119,S2701|0119,월배,S2701,0118,S2701|0118,진천,60,60,744,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0118,S2701|0118,진천,S2701,0117,S2701|0117,대곡(정부대구청사),120,120,1002,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0117,S2701|0117,대곡(정부대구청사),S2701,0116,S2701|0116,화원,120,120,1241,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0116,S2701|0116,화원,S2701,0115,S2701|0115,설화명곡,120,120,1180,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0115,S2701|0115,설화명곡,S2701,0116,S2701|0116,화원,60,61,1180,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0116,S2701|0116,화원,S2701,0117,S2701|0117,대곡(정부대구청사),120,120,1241,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0117,S2701|0117,대곡(정부대구청사),S2701,0118,S2701|0118,진천,120,120,1002,409,DEPARTURE_TO_ARRIVAL
SL_1500AD3823C1,S2701,0118,S2701|0118,진천,S2701,0119,S2701|0119,월배,60,60,744,409,DEPARTURE_TO_ARRIVAL
